0,0
1,0
2,0
3,0
4,0
5,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
24,0
25,0
26,0
27,0
0,1
1,1
2,1
3,1
4,1
5,1
19,1
23,1
24,1
25,1
26,1
27,1
28,1
1,2
2,2
3,2
4,2
19,2
23,2
24,2
25,2
26,2
27,2
28,2
18,3
19,3
23,3
24,3
25,3
26,3
27,3
28,3
19,4
20,4
23,4
24,4
25,4
26,4
27,4
28,4
20,5
21,5
24,5
25,5
26,5
27,5
12,6
13,6
14,6
15,6
21,6
22,6
0,7
1,7
2,7
3,7
4,7
5,7
6,7
11,7
12,7
13,7
14,7
15,7
16,7
22,7
23,7
0,8
1,8
2,8
3,8
4,8
5,8
6,8
7,8
11,8
12,8
13,8
14,8
15,8
16,8
23,8
24,8
0,9
1,9
2,9
3,9
4,9
5,9
6,9
11,9
12,9
13,9
14,9
15,9
16,9
24,9
25,9
0,10
1,10
2,10
3,10
4,10
11,10
12,10
13,10
14,10
15,10
16,10
25,10
26,10
0,11
1,11
2,11
12,11
13,11
14,11
15,11
26,11
0,12
26,12
0,13
1,13
2,13
3,13
4,13
9,13
10,13
11,13
12,13
18,13
19,13
20,13
26,13
0,14
1,14
2,14
3,14
4,14
5,14
8,14
9,14
10,14
11,14
12,14
13,14
16,14
17,14
18,14
19,14
20,14
21,14
26,14
27,14
0,15
1,15
2,15
3,15
4,15
5,15
8,15
9,15
10,15
11,15
12,15
13,15
16,15
17,15
18,15
19,15
20,15
21,15
27,15
0,16
1,16
2,16
3,16
4,16
5,16
8,16
9,16
10,16
11,16
12,16
13,16
16,16
17,16
18,16
19,16
20,16
21,16
0,17
1,17
2,17
3,17
4,17
5,17
8,17
9,17
10,17
11,17
12,17
13,17
16,17
17,17
18,17
19,17
20,17
21,17
0,18
1,18
2,18
3,18
4,18
9,18
10,18
11,18
12,18
17,18
18,18
19,18
20,18
23,18
24,18
29,18
0,19
1,19
2,19
3,19
4,19
5,19
6,19
7,19
8,19
9,19
10,19
11,19
12,19
13,19
14,19
15,19
16,19
17,19
18,19
19,19
20,19
21,19
22,19
25,19
28,19
