0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
0,2
8,2
0,3
1,3
2,3
3,3
4,3
8,3
9,3
10,3
11,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
10,15
1,16
2,16
4,16
5,16
6,16
7,16
8,16
9,16
10,16
30,16
31,16
32,16
33,16
34,16
35,16
36,16
37,16
38,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,32
10,33
10,34
10,35
0,36
10,36
0,37
10,37
0,38
10,38
39,38
0,39
39,39
0,40
39,40
0,41
39,41
0,42
39,42
0,43
39,43
0,44
39,44
0,45
39,45
0,46
39,46
0,47
39,47
0,48
1,48
2,48
3,48
4,48
5,48
6,48
7,48
8,48
9,48
10,48
11,48
12,48
13,48
14,48
25,48
26,48
27,48
28,48
29,48
30,48
31,48
32,48
33,48
34,48
35,48
36,48
37,48
38,48
39,48
