0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
0,2
1,2
2,2
3,2
12,2
13,2
14,2
15,2
16,2
17,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
0,3
1,3
2,3
3,3
12,3
13,3
14,3
15,3
16,3
17,3
23,3
24,3
25,3
26,3
27,3
28,3
29,3
0,4
1,4
2,4
12,4
13,4
14,4
15,4
27,4
28,4
29,4
0,5
1,5
2,5
12,5
13,5
14,5
15,5
27,5
28,5
29,5
0,6
1,6
11,6
12,6
13,6
14,6
15,6
16,6
28,6
29,6
0,7
1,7
11,7
12,7
13,7
14,7
15,7
16,7
28,7
29,7
0,8
1,8
2,8
10,8
11,8
12,8
13,8
14,8
15,8
16,8
27,8
28,8
29,8
0,9
1,9
2,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
27,9
28,9
29,9
0,10
28,10
29,10
0,11
28,11
29,11
0,12
1,12
2,12
23,12
24,12
28,12
29,12
0,13
1,13
2,13
23,13
24,13
28,13
29,13
0,14
1,14
20,14
21,14
22,14
23,14
24,14
25,14
26,14
27,14
28,14
29,14
0,15
1,15
20,15
21,15
22,15
23,15
24,15
25,15
26,15
27,15
28,15
29,15
0,16
19,16
20,16
21,16
22,16
23,16
24,16
25,16
26,16
27,16
28,16
29,16
0,17
11,17
12,17
19,17
20,17
21,17
22,17
23,17
24,17
25,17
26,17
27,17
28,17
29,17
0,18
1,18
4,18
5,18
11,18
12,18
21,18
22,18
23,18
28,18
29,18
0,19
1,19
4,19
5,19
14,19
15,19
21,19
22,19
23,19
28,19
29,19
0,20
1,20
2,20
3,20
14,20
15,20
28,20
29,20
0,21
1,21
2,21
3,21
28,21
29,21
0,22
1,22
2,22
3,22
27,22
28,22
29,22
0,23
1,23
2,23
3,23
27,23
28,23
29,23
0,24
1,24
2,24
26,24
27,24
28,24
29,24
0,25
1,25
2,25
26,25
27,25
28,25
29,25
0,26
1,26
2,26
3,26
11,26
12,26
20,26
21,26
27,26
28,26
29,26
0,27
1,27
2,27
3,27
11,27
12,27
20,27
21,27
27,27
28,27
29,27
0,28
1,28
2,28
3,28
4,28
5,28
10,28
11,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
25,28
26,28
27,28
28,28
29,28
0,29
1,29
2,29
3,29
4,29
5,29
10,29
11,29
12,29
13,29
14,29
15,29
16,29
17,29
18,29
19,29
20,29
21,29
22,29
23,29
24,29
25,29
26,29
27,29
28,29
29,29
