0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
0,3
1,3
2,3
3,3
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
29,3
0,4
9,4
10,4
15,4
16,4
17,4
18,4
24,4
29,4
0,5
9,5
10,5
15,5
16,5
29,5
0,6
29,6
0,7
29,7
0,8
15,8
16,8
29,8
0,9
9,9
10,9
15,9
16,9
29,9
0,10
9,10
10,10
15,10
16,10
29,10
0,11
9,11
10,11
15,11
16,11
29,11
0,12
9,12
10,12
15,12
16,12
29,12
0,13
1,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
25,13
28,13
29,13
0,14
1,14
6,14
7,14
8,14
9,14
10,14
11,14
12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,14
20,14
21,14
22,14
23,14
24,14
29,14
0,15
29,15
0,16
29,16
0,17
12,17
13,17
21,17
22,17
29,17
0,18
12,18
13,18
21,18
22,18
29,18
0,19
12,19
13,19
21,19
22,19
29,19
0,20
12,20
13,20
21,20
22,20
29,20
0,21
1,21
2,21
3,21
4,21
5,21
6,21
7,21
8,21
9,21
10,21
11,21
12,21
13,21
17,21
18,21
19,21
20,21
21,21
22,21
23,21
24,21
25,21
26,21
27,21
28,21
29,21
0,22
1,22
2,22
3,22
4,22
5,22
6,22
7,22
8,22
9,22
10,22
11,22
12,22
17,22
18,22
19,22
20,22
21,22
22,22
23,22
24,22
25,22
26,22
27,22
28,22
29,22
0,23
29,23
0,24
29,24
0,25
7,25
8,25
29,25
0,26
7,26
8,26
29,26
0,27
7,27
8,27
29,27
0,28
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
25,28
26,28
27,28
28,28
29,28
0,29
10,29
11,29
