0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
0,1
10,1
24,1
34,1
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
0,3
10,3
24,3
34,3
0,4
10,4
24,4
34,4
0,5
10,5
24,5
34,5
0,6
10,6
24,6
34,6
0,7
10,7
24,7
34,7
0,8
10,8
24,8
34,8
0,9
10,9
24,9
34,9
0,10
10,10
24,10
34,10
0,11
34,11
0,12
34,12
0,13
34,13
0,14
34,14
0,15
34,15
0,16
34,16
0,17
34,17
0,18
10,18
24,18
34,18
0,19
10,19
24,19
34,19
0,20
10,20
24,20
34,20
0,21
10,21
24,21
34,21
0,22
10,22
34,22
0,23
10,23
