관매시독10	14	0	100	100	80	0	0	1170	0	0	0	0	0	103	1
풍의제삼술	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
주작혈주12	14	8	100	100	0	0	0	69800	0	0	0	0	0	310	1
주작혈주2	14	8	100	100	0	0	0	51800	0	0	0	0	0	310	1
소주작혈주4	14	8	100	100	0	0	0	30900	0	0	0	0	0	310	1
유주작혈주6	14	8	100	100	0	0	0	15500	0	0	0	0	0	310	1
성파혈주8	14	8	100	100	0	0	0	6900	0	0	0	0	0	309	1
성파승주10	14	8	100	100	0	0	0	1630	0	0	0	0	0	309	1
성파설주12	14	8	100	100	0	0	0	244	0	0	0	0	0	309	1
가슴물기4	14	8	100	100	0	31	1	0	510	0	0	0	0	305	1
허리물기6	14	8	100	100	0	31	1	0	143	0	0	0	0	305	1
충성의방어10	14	1040	100	100	160	0	0	1450	0	0	0	0	0	36	0
반짝이약염색	14	0	100	100	480	0	0	0	0	0	0	0	0	0	0
성파설주2	14	8	100	100	0	0	0	168	0	0	0	0	0	309	1
이펙트182	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
진월하난무	14	0	100	100	0	3	0	30	0	0	0	0	0	0	1
금사의기원5	14	24	100	100	0	0	0	9300	0	0	0	0	0	312	0
반월곰자기치유7	14	0	100	100	0	0	0	2520	0	0	0	0	0	139	0
이펙트3	14	0	100	100	0	0	0	12	0	0	0	0	0	0	0
다리물기8	14	8	100	100	0	31	1	0	79	0	0	0	0	305	1
M-저주	14	0	100	100	3400	0	0	60	0	0	0	0	0	0	1
지진1	14	300	100	100	0	1	0	3400	0	0	0	0	0	0	1
M-퇴마주	14	0	100	100	0	0	0	60	0	0	0	0	0	0	0
연회색최강염색	14	0	100	100	691200	0	0	0	0	0	0	0	0	0	0
호체주술	14	720	100	100	720	0	0	10000	0	0	0	0	0	124	0
이펙트59	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
파천봉격	14	2040	100	100	56	0	0	1	0	0	0	0	0	0	1
유현무불파갑4	14	240	100	100	56	0	0	7800	0	0	0	0	0	160	0
대호잔영4	14	0	100	100	12240	0	0	510	0	0	0	0	0	36	0
용신의보호4	14	3600	100	100	2600	0	0	16000	0	0	0	0	0	144	0
혼절의지저귐6	14	0	100	100	200	0	0	3300	0	0	0	0	0	212	1
M-대기파열	14	240	100	100	64	0	64	30000	0	0	0	0	0	0	1
성파주4	14	8	100	100	0	0	0	69	0	0	0	0	0	309	1
푸른사자후전사	14	600	100	100	0	0	0	16000	0	0	0	0	0	0	0
무한대전천부장변신	14	0	100	100	2400	0	0	200	0	0	0	0	0	0	0
금사의저주6	14	0	100	100	200	0	0	2430	0	0	0	0	0	104	1
이무기의기원'역	14	72	100	100	0	5	0	33400	0	0	0	0	0	312	0
바위피갑9	14	240	100	100	14400	0	0	159	0	0	0	0	0	143	0
강아지의기원12	14	0	100	100	0	0	0	150	0	0	0	0	0	142	0
측면공격	14	0	100	100	5000	0	0	90	0	0	0	0	0	4	0
바다의기원	14	0	100	100	0	0	0	90	0	0	0	0	0	140	0
M-활력	14	0	100	100	0	0	0	60	0	0	0	0	0	0	0
