지룡환혼대법	14	4400	100	100	0	0	0	40000	0	0	0	0	0	164	0
저주	14	0	100	100	3400	0	0	60	0	0	0	0	0	104	1
탈명사식'염뇌	14	0	100	100	0	0	0	0	700000	0	0	0	0	0	1
현무환체호위10	14	240	100	100	14400	0	0	26100	0	0	0	0	0	143	0
귀문적유륜	14	0	100	100	0	12	9	12000	0	0	0	0	0	0	1
M-대지의기원	14	0	100	100	0	0	0	60	0	0	0	0	0	0	0
수리시독2	14	0	100	100	80	0	0	2180	0	0	0	0	0	103	1
이펙트41	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
흉내20	14	80	100	100	19200	0	0	500	0	0	0	0	0	0	0
암흑진파	14	0	100	100	0	3	0	30	0	0	0	0	0	0	1
백호사연타	14	344	100	100	12	0	0	52000	0	0	0	0	0	18	0
금사의무장2	14	0	100	100	2100	0	0	2100	0	0	0	0	0	143	0
주작의저주5	14	0	100	100	200	0	0	22000	0	0	0	0	0	104	1
유저보내기	14	0	100	100	0	0	0	30	0	0	0	0	0	0	0
녹찐염	14	0	100	100	0	0	0	94444	0	0	0	0	0	0	1
강각연타8	14	480	100	100	40	0	0	118	0	0	0	0	0	18	0
M-진백호령	14	480	100	100	80	0	0	480	0	0	0	0	0	0	0
진백호무	14	0	100	100	0	3	0	30	0	0	0	0	0	0	1
낙뢰천	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
강각사연타12	14	256	100	100	56	0	0	30000	0	0	0	0	0	18	0
실뱀의저주6	14	0	100	100	200	0	0	64	0	0	0	0	0	104	1
청룡의기원7	14	24	100	100	0	0	0	150000	0	0	0	0	0	312	0
주작혈주6	14	8	100	100	0	0	0	59000	0	0	0	0	0	310	1
소주작혈주8	14	8	100	100	0	0	0	36100	0	0	0	0	0	310	1
유주작혈주10	14	8	100	100	0	0	0	19100	0	0	0	0	0	310	1
성파혈주12	14	8	100	100	0	0	0	9700	0	0	0	0	0	309	1
성파혈주2	14	8	100	100	0	0	0	2700	0	0	0	0	0	309	1
성파승주4	14	8	100	100	0	0	0	710	0	0	0	0	0	309	1
성파설주6	14	8	100	100	0	0	0	199	0	0	0	0	0	309	1
나무껍질피갑3	14	240	100	100	14400	0	0	43	0	0	0	0	0	143	0
가슴물기8	14	8	100	100	0	31	1	0	950	0	0	0	0	305	1
허리물기10	14	8	100	100	0	31	1	0	165	0	0	0	0	305	1
대인중독	14	0	100	100	1800	0	0	60	0	0	0	0	0	0	1
극빙지옥오격'술	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
주작파공참12	14	24	100	100	0	1	0	90740	0	0	0	0	0	311	1
다리물기12	14	8	100	100	0	31	1	0	108	0	0	0	0	305	1
백령주	14	0	100	100	0	0	0	180	0	0	0	0	0	78	1
야광갈색강염색	14	0	100	100	28800	0	0	0	0	0	0	0	0	0	0
제삼주작의축복	14	80	100	100	1440	5	0	999	0	0	0	0	0	267	0
환웅제이주'봉	14	0	100	100	80	0	0	1	0	0	0	0	0	0	1
이펙트97	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
각성용랑이주	14	0	100	100	80	0	0	1	0	0	0	0	0	0	1
평귀환체호위3	14	240	100	100	14400	0	0	126	0	0	0	0	0	143	0
구제의지저귐4	14	0	100	100	0	12	4	5000	0	0	0	0	0	152	0
유영보법6	14	0	100	100	4800	0	0	60	0	0	0	0	0	0	0
소환수의분노'암	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
성파주8	14	8	100	100	0	0	0	110	0	0	0	0	0	309	1
다리물기2	14	8	100	100	0	31	1	0	35	0	0	0	0	305	1
금사환혼대법2	14	9120	100	100	0	0	0	6250	0	0	0	0	0	164	0
청룡의재앙2	14	336	100	100	200	7	0	75000	0	0	0	0	0	104	1
강아지의무장2	14	0	100	100	330	0	0	330	0	0	0	0	0	143	0
아기곰자기치유11	14	0	100	100	0	0	0	101	0	0	0	0	0	139	0
어검관진	14	240	100	100	0	0	0	0	0	0	0	0	0	0	1
말갈족장변신	14	0	100	100	2400	0	0	0	0	0	0	0	0	0	0
1시간구속	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
선화테1	14	1440	100	100	0	0	0	30	0	0	0	0	0	0	1
환웅제육격'궁	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
청룡독공9	14	80	100	100	80	0	0	202800	0	0	0	0	0	313	1
지옥진화	14	65	100	100	0	0	0	6500	0	0	0	0	0	134	1
변색17	14	0	100	100	480	0	0	0	0	0	0	0	0	0	0
이펙트153	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
암연제마술	14	0	100	100	0	0	0	750	0	0	0	0	0	0	0
실뱀의기원12	14	0	100	100	0	0	0	113	0	0	0	0	0	312	0
신령의기원	14	0	100	100	0	0	0	1000	0	0	0	0	0	168	0
소현무환체호위11	14	240	100	100	14400	0	0	16200	0	0	0	0	0	143	0
검정강염색	14	0	100	100	28800	0	0	0	0	0	0	0	0	0	0
삼적안의기원'역12	14	72	100	100	0	5	0	15000	0	0	0	0	0	147	0
삼연사	14	0	100	100	-1	0	0	400	0	0	0	0	0	192	0
주작파공참	14	24	100	100	0	1	0	65000	0	0	0	0	0	311	1
쇄혼비검	14	9999999	100	100	0	0	0	350	0	0	0	0	0	0	1
이펙트30	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
맹호삼연타2	14	432	100	100	16	0	0	6600	0	0	0	0	0	18	0
실뱀의무장3	14	0	100	100	440	0	0	440	0	0	0	0	0	143	0
유주작의저주4	14	0	100	100	200	0	0	5000	0	0	0	0	0	104	1
맹독의숨결	14	0	100	100	0	3	0	30	0	0	0	0	0	0	1
가문원소환	14	0	100	100	0	0	0	0	0	0	0	0	0	0	0
화염주	14	0	100	100	0	0	0	120	0	0	0	0	0	66	1
무성운파	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
석상청소	14	0	100	100	0	0	0	30	0	0	0	0	0	0	0
지옥지화	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
수안각환	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
태양의희원	14	0	100	100	0	2	0	390	0	0	0	0	0	158	0
용천제구격	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
구제의전음7	14	0	100	100	0	12	9	25000	0	0	0	0	0	152	0
지룡의기원8	14	24	100	100	0	0	0	89000	0	0	0	0	0	312	0
말부르기2	14	1500	100	100	0	0	0	600	0	0	0	0	0	0	0
지룡독공11	14	80	100	100	80	0	0	94000	0	0	0	0	0	313	1
