비도격참'유	14	8	100	100	0	31	2	0	400	0	0	0	0	280	1
암흑진	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
M-혼돈	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
야광연녹약염색	14	0	100	100	480	0	0	0	0	0	0	0	0	0	0
M-파력무참	14	960	100	100	240	0	0	390	0	0	0	0	0	0	0
파쇄의으르렁거림6	14	0	100	100	200	0	0	143	0	0	0	0	0	104	1
이펙트117	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
각성용섬사격	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
M-오성금강퇴	14	8	100	100	0	31	1	0	450	0	0	0	0	0	1
무한대전대소변신	14	0	100	100	2400	0	0	200	0	0	0	0	0	0	0
창귀환체호위11	14	240	100	100	14400	0	0	570	0	0	0	0	0	143	0
공증의지저귐12	14	1	100	100	0	0	0	0	0	0	0	0	0	91	0
야광오렌지최강염색	14	0	100	100	691200	0	0	0	0	0	0	0	0	0	0
수리시독7	14	0	100	100	80	0	0	3080	0	0	0	0	0	103	1
소호은신3	14	1	100	100	1240	0	0	126	0	0	0	0	0	39	0
마기지체술	14	9999999	100	100	480	0	0	1	0	0	0	0	0	0	1
용의제구노	14	0	100	100	40	0	0	1	0	0	0	0	0	0	1
충성의방어	14	1400	100	100	160	0	0	1000	0	0	0	0	0	36	0
M-매의눈	14	480	100	100	4800	0	0	840	0	0	0	0	0	0	0
관매시독12	14	0	100	100	80	0	0	1390	0	0	0	0	0	103	1
이펙트173	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
홍사의기원8	14	0	100	100	0	0	0	1370	0	0	0	0	0	312	0
흑곰자기치유7	14	0	100	100	0	0	0	500	0	0	0	0	0	139	0
베이지최강염색	14	0	100	100	691200	0	0	0	0	0	0	0	0	0	0
금빛약염색	14	0	100	100	480	0	0	0	0	0	0	0	0	0	0
이펙트50	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
무기부수기	14	60	100	100	0	0	0	200	0	0	0	0	0	0	1
수도	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
썬더볼트	14	0	100	100	0	0	0	330	0	0	0	0	0	0	1
신수부활의축원	14	0	100	100	0	0	0	0	0	0	0	0	0	0	0
현무의도발7	14	280	333	100	80	11	49	10200	0	0	0	0	0	22	1
유호잔영3	14	0	100	100	10080	0	0	43	0	0	0	0	0	36	0
