중급무명천	7	1	400	1	0	0	0	0
영양통구이	7	1	400	1	0	0	0	0
생명보존음료	7	1	800	1	0	0	0	0
무두질한가죽	7	1	2000	1	0	0	0	0
연갈색최강염색시최강	7	1	1000	1	0	0	0	0
파김치	7	1	500	1	0	0	0	0
은지패	7	1	100	1	0	0	0	0
야광연녹강염색시약	7	1	9000	1	0	0	0	0
제기차기8	7	1	100	1	0	0	0	0
오성금강퇴수련의서	7	1	1000	0	0	0	0	0
대장군의일기2	7	1	10	0	0	0	0	0
피케이설정	7	0	1	0	0	0	0	0
트럼프 스A	7	1	100000	1	0	0	0	0
암석의정령	7	0	0	0	0	0	0	0
빼빼로	7	1	200	1	0	0	0	0
마서의두루마리3	7	1	1	0	0	0	0	0
I775	7	1	300	1	0	0	0	0
의태시약	7	1	50	1	0	0	0	0
칠년숙성막걸리	7	1	10	1	0	0	0	0
반하보혈탕	7	1	5000	1	0	0	0	0
제비다리붕대	7	0	0	0	0	0	0	0
강화해제구슬	7	0	1	1	1	1	0	0
고대흙인형2	7	1	100	0	0	0	0	0
고약	7	1	100	1	0	0	0	0
미로입장권	7	0	1	1	0	0	0	0
호박부침	7	1	100	1	0	0	0	0
암흑왕변신시약2	7	1	3000	1	0	0	0	0
파	7	1	10	1	0	0	0	0
빙고 하A	7	1	10000	1	0	0	0	0
라후의인형머리	7	0	0	1	0	0	0	0
진선의두루마리15	7	1	1	0	0	0	0	0
검정극악염색시극악	7	1	1000	1	0	0	0	0
용궁의정기3	7	1	300	1	0	0	0	0
연날리기36	7	1	100	1	0	0	0	0
널뛰기64	7	1	100	1	0	0	0	0
I810	7	1	300	1	0	0	0	0
I845	7	1	300	1	0	0	0	0
I880	7	1	300	1	0	0	0	0
I915	7	1	300	1	0	0	0	0
I950	7	1	300	1	0	0	0	0
I985	7	1	300	1	0	0	0	0
I1020	7	1	300	1	0	0	0	0
I1055	7	1	300	1	0	0	0	0
I1090	7	1	300	1	0	0	0	0
I1125	7	1	300	1	0	0	0	0
I1160	7	1	300	1	0	0	0	0
I1195	7	1	300	1	0	0	0	0
산인삼	7	1	50	1	0	0	0	0
탁조착용	7	0	3000	0	0	0	0	0
영력구슬	7	1	100	1	0	0	0	0
제기차기45	7	1	100	1	0	0	0	0
나악당둔갑술법서	7	0	1	1	1	1	0	0
안좋은얼굴	7	0	1500	1	1	1	0	0
식물용해독제	7	1	100	0	0	0	0	0
티라노의알	7	1	2000	1	0	0	0	0
낡은철도	7	1	100	1	0	0	0	0
백합57	7	1	100	1	0	0	0	0
지정귀환비서	7	0	1	1	1	1	0	0
부유령지방비서1	7	0	2	1	0	0	0	0
대학살무한장열쇠	7	3	1000000	1	0	0	0	0
극악폭탄2	7	1	100000	1	0	0	0	0
