선행의서제51권	26	1	7	1	0	0	0	0	2000	0	0	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	2
옷25	26	1	10	1	0	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
검1000	26	0	1	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	2
태국전통머리장식(남)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
산타모자(남)'2006	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
백형도	26	4	300000	1	0	0	0	0	100000	0	0	0	1000	500	0	0	0	10	10	0	0	98	0	0	160m200	160m200	2
재봉생산의복(여)	26	1	10000	0	0	0	0	0	50000	-20	0	0	1000	1000	0	0	0	0	0	0	0	35	0	0	0	0	1
황호박별봉	26	4	10000	1	0	0	0	0	2000000	-1	1	0	300	2000	10	10	10	0	0	4	0	99	0	2	130m140	130m140	2
가신의홍옥반지	26	1	1000	1	0	0	0	0	10000	-3	0	0	100	100	0	0	1	1	0	0	0	20	0	1	0	0	2
환웅의통옷'7성(손상)	26	0	700000	1	0	0	0	0	150000	-39	3	0	32000	32000	0	4	4	0	0	0	0	99	60	7	0	0	1
갑옷ac10	26	0	0	0	0	0	0	0	10000000	-10	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	2
악마뿔	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
할로윈못된해골	26	0	10000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
바람진천검	26	0	20000000	1	0	0	0	0	300000	0	5	10	0	0	9	0	0	0	0	1	0	99	0	0	1300m2500	1000m2800	2
용랑제육봉	26	50	10000	1	0	0	0	0	30000	0	3	1	0	0	0	0	0	0	0	3	0	99	0	0	60m75	60m75	2
천부연투구	26	0	50000	1	0	0	0	0	30000	-9	0	4	500	0	3	0	0	0	0	1	0	65	2	1	0	0	2
은장남자투구	26	1	1300	1	0	0	0	0	25000	-9	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
웨딩드레스	26	1	15000	1	0	0	0	0	1000	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
웨딩드레스2	26	1	200000	1	0	0	0	0	10000	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
황금팔찌	26	1	10000	1	0	0	0	0	30000	-10	2	2	700	200	1	3	0	0	0	2	0	40	2	1	0	0	2
귀문진산궁'진(손상)	26	0	1800000	1	0	0	0	0	30000	0	4	0	0	0	0	0	0	0	0	5	2	99	0	0	300m450	360m540	2
굳구리비늘여자갑주	26	1	10000	1	0	0	0	0	34000	-31	3	0	1500	0	0	0	0	0	0	1	0	46	1	0	0	0	1
구리도포496	26	1	10000	1	0	0	0	0	30000	-32	0	0	300	100	0	0	0	0	0	3	0	95	0	0	0	0	0
금도포560	26	1	10000	1	0	0	0	0	30000	-44	0	0	3000	0	0	0	0	0	0	1	0	99	0	0	0	0	1
파천비검	26	0	10000	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	1	0	55	0	0	180m190	190m200	2
체력의반지2	26	1	2000	1	0	0	0	0	5000	0	0	0	200	0	0	0	0	0	0	0	0	26	0	0	0	0	2
대붕지옥오노	26	0	3000000	1	0	0	0	0	300000	0	2	0	0	0	1	3	0	0	0	0	0	99	18	0	390m450	390m450	2
귀문보궁	26	0	180000	1	0	0	0	0	3000	0	2	0	0	0	0	0	0	0	0	5	1	99	0	0	200m300	240m360	2
회호박선류	26	1	10000	1	0	0	0	0	70000	-6	0	2	200	250	0	0	1	0	0	4	0	75	2	1	0	0	2
통가죽장갑	26	0	12000	1	0	0	0	0	30000	-2	0	4	100	0	3	3	0	0	0	1	0	30	2	1	0	0	2
호돌이알	26	0	9000000	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
환웅의머릿깃'7성(손상)	26	0	700000	1	0	0	0	0	150000	-12	7	7	3200	3200	8	11	2	0	0	0	0	99	60	2	0	0	2
레이싱걸복	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
집게	26	1	100	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	20m25	15m20	2
옷40	26	1	10	1	0	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
토요의정둔갑부적	26	0	1	0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
검정깃발	26	5	20	1	0	0	0	0	4000	0	0	0	0	0	10	10	10	10	10	0	0	20	0	0	10m20	10m20	2
환웅의갑주'7성(손상)	26	0	700000	1	0	0	0	0	150000	-49	3	0	32000	6400	11	8	0	0	0	0	0	99	60	3	0	0	0
갑옷ac140	26	0	0	0	0	0	0	0	10000000	-140	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	2
은테안경	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
일식천부연노	26	0	1000000	0	0	0	0	0	100000	0	0	0	100	0	0	1	0	0	0	5	0	30	0	0	60m130	80m95	2
청동짧은도포	26	1	3500	1	0	0	0	0	42000	-23	0	0	0	0	0	0	0	0	0	3	0	56	0	0	0	0	0
연두색궁의	26	1	8	1	0	0	0	0	3000	-6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
웨딩드레스15	26	1	350000	1	0	0	0	0	10000	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
쇄자황금깍지	26	1	10000	1	0	0	0	0	50000	-12	5	5	3000	300	10	20	0	0	0	5	0	50	2	1	0	0	2
극빙지옥육장	26	0	3000000	1	0	0	0	0	300000	0	0	0	6000	18000	0	0	4	0	0	0	0	99	30	1	50m290	50m290	2
환웅의궁의'1성	26	0	700000	1	0	0	0	0	150000	-36	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	1
인묘둔갑부적	26	0	1	0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
하렘부츠(여)	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
특가시철단도	26	10	100000	1	0	0	0	0	500000	0	3	5	0	0	0	0	0	0	0	2	0	75	0	0	190m240	170m240	2
선행의서제64권	26	1	7	1	0	0	0	0	2000	0	0	0	34	0	0	0	0	0	0	0	0	11	0	0	0	0	2
철궁	26	0	30000	1	0	0	0	0	200000	0	4	2	100	0	0	4	0	0	0	5	0	44	0	0	65m95	55m75	2
삼식천부연봉	26	0	1000000	0	0	0	0	0	100000	0	0	0	200	150	0	0	0	0	0	3	0	40	0	0	36m85	36m85	2
흑월신궁	26	0	10000	1	0	0	0	0	5000000	0	7	2	0	0	10	10	10	0	0	5	0	80	0	0	400m500	400m500	2
고구려노랑투구	26	1	5000	1	0	0	0	0	30000	-11	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	2
갈호박깍지	26	1	10000	1	0	0	0	0	80000	-7	5	4	400	0	0	0	0	0	0	5	0	75	2	1	0	0	2
방어의반지4	26	1	4000	1	0	0	0	0	5000	-4	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	2
적사모	26	1	10000	1	0	0	0	0	150000	0	4	3	400	0	3	3	3	0	0	0	0	60	50	0	210m250	210m250	2
족장의투구	26	1	70000	1	0	0	0	0	50000	-10	3	2	1000	0	2	2	2	0	0	0	0	75	2	1	0	0	2
용천제육검	26	99	10000	1	0	0	0	0	30000	0	3	1	0	0	0	0	0	0	0	2	0	99	0	0	1100m1300	1100m1300	2
흑갑바다거북의정령	26	0	9000000	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
바리스타헤어	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
경원비도	26	0	10000	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0	120m140	140m150	2
망또22	26	1	200000	1	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
밀짚모자	26	0	20000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
연갈색망또	26	1	50000	1	0	0	0	0	25000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
환웅의팔찌'1성	26	0	700000	1	0	0	0	0	150000	-7	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	2
털방울모자(남)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
금치마	26	1	10000	1	0	0	0	0	96000	-35	0	0	0	0	0	0	0	0	0	3	0	86	0	0	0	0	1
은도포509	26	1	10000	1	0	0	0	0	30000	-29	0	0	0	1200	0	0	0	0	0	4	0	99	0	0	0	0	0
보라도포573	26	1	10000	1	0	0	0	0	30000	-19	0	0	0	50	0	0	0	0	0	4	0	80	0	0	0	0	1
황금도끼	26	1	100000	1	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	500m600	450m500	2
레이스칼라	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
초록색여자도복	26	1	20	1	0	0	0	0	5000	-12	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	1
웨딩드레스28	26	1	450000	1	0	0	0	0	10000	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
옷55	26	1	10	1	0	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
목도'진	26	0	0	0	0	1	0	0	30000	0	4	2	200	0	2	2	0	0	0	0	0	20	0	0	160m220	160m220	2
아기주작의정령	26	0	9000000	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
적호박별궁	26	4	10000	1	0	0	0	0	2000000	0	6	8	4000	500	0	5	0	0	0	5	0	99	0	0	560m580	560m580	2
망또09	26	1	120000	1	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
무한의활	26	1	10000	0	0	0	0	0	150000	0	100	0	0	0	0	0	0	0	0	5	0	1	0	0	5100m5100	5100m5100	2
환웅의활복'1성	26	0	700000	1	0	0	0	0	150000	-38	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
환웅의투구'3성	26	0	700000	1	0	0	0	0	150000	-9	3	3	0	0	5	6	0	0	0	0	0	90	20	0	0	0	2
수박모자	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
복면	26	0	20000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
주술팔찌	26	1	300000	1	0	0	0	0	100000	-8	5	4	500	0	4	3	0	0	0	2	0	95	2	1	0	0	2
보물탐지봉	26	5	20	1	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
수류곡도	26	10	1000000	1	0	0	0	0	300000	0	1	0	200	0	0	5	0	0	0	2	0	75	0	0	140m290	140m290	2
미유의도복	26	1	500000	1	0	0	0	0	250000	-42	0	0	1000	0	0	0	0	0	0	2	0	99	0	0	0	0	1
환웅천봉'8각	26	0	10000	1	0	0	0	0	70000	0	0	0	32000	64000	0	0	4	0	0	0	0	99	80	1	90m540	90m540	2
경원장갑	26	1	10000	1	0	0	0	0	2000	-2	0	0	200	0	1	0	0	0	0	1	0	20	1	0	0	0	2
풍의제이검	26	30	10000	1	0	0	0	0	20	0	5	5	0	0	0	0	0	0	0	0	0	40	0	0	130m140	140m160	2
아미반지	26	1	10000	1	0	0	0	0	50000	-6	0	0	200	400	0	0	5	0	0	3	0	56	2	1	0	0	2
철여자갑주	26	1	6600	1	0	0	0	0	82000	-36	0	0	0	0	0	0	0	0	0	1	0	66	0	0	0	0	1
힘의반지5	26	1	5000	1	0	0	0	0	5000	0	0	0	0	0	7	0	0	0	0	0	0	56	0	0	0	0	2
남자해명의옷'3성	26	0	3000000	1	0	0	0	0	300000	-46	1	1	20000	5000	8	8	0	0	0	0	0	99	0	1	0	0	0
합현곤	26	0	50000	1	0	0	0	0	50000	0	1	1	0	200	0	0	0	0	0	4	0	75	0	0	36m60	36m60	2
행운의레이스원피스	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
조랑이사탕	26	0	50000	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	2
반달가슴곰알	26	0	9000000	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
중비투구	26	1	25000	1	0	0	0	0	40000	-8	3	2	500	0	0	3	0	0	0	5	0	50	2	1	0	0	2
코사크군복(남)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
선행의서제13권	26	1	7	1	0	0	0	0	2000	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	2
선행의서제77권	26	1	7	1	0	0	0	0	2000	0	0	0	0	37	0	0	0	0	0	0	0	11	0	0	0	0	2
나비채	26	5	20	1	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10m15	13m16	2
반짝이망또	26	1	150000	1	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
환웅의반지'3성	26	0	700000	1	0	0	0	0	150000	-6	0	1	0	100	0	1	1	0	0	0	0	90	30	1	0	0	2
아랍옷(남)	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
가죽남자갑옷	26	1	2000	1	0	0	0	0	16500	-24	0	0	0	0	0	0	0	0	0	2	0	36	0	0	0	0	0
파란가방	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
지느러미귀마개	26	0	20000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
천황문의남자투구	26	1	20000	1	0	0	0	0	30000	-10	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
시연통옷	26	1	11000	0	0	0	0	0	21000	-32	0	0	0	0	0	0	0	0	0	4	0	86	0	0	0	0	1
환웅의도복'3성	26	0	700000	1	0	0	0	0	150000	-40	1	0	800	800	3	3	0	0	0	0	0	90	80	2	0	0	1
환웅의두건'5성	26	0	700000	1	0	0	0	0	150000	-10	5	5	0	0	1	7	2	0	0	0	0	99	160	3	0	0	2
유치원복(여)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
귀문진봉	26	0	60000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	3	0	94	0	0	40m60	40m60	2
사두목검	26	13	150	1	0	0	0	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23m41	23m41	2
황금호박별검	26	4	10000	1	0	0	0	0	2000000	0	10	4	10000	3000	0	0	1	0	0	1	0	99	0	0	730m870	730m870	2
초록색도포522	26	1	10000	1	0	0	0	0	30000	-30	0	0	200	0	0	0	0	0	0	1	0	75	0	0	0	0	0
구리도포586	26	1	10000	1	0	0	0	0	30000	-31	0	0	300	100	0	0	0	0	0	3	0	95	0	0	0	0	1
이벤트용천제팔검	26	0	10000	0	0	0	0	0	70000	0	3	1	5000	5000	0	0	0	0	0	2	0	0	0	0	120m130	120m130	2
여자특전복'청	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
축구화(여)	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
금강진팔찌	26	1	40000	1	0	0	0	0	100000	-8	3	1	640	160	1	4	0	0	0	2	0	75	2	1	0	0	2
오선창	26	40	10000	1	0	0	0	0	100000	0	1	2	0	0	2	0	0	0	0	0	0	50	50	0	130m260	130m260	2
청연신선류	26	1	10000	1	0	0	0	0	100000	-9	0	1	200	700	0	0	8	0	0	4	0	70	2	1	0	0	2
청옥반지	26	1	10000	1	0	0	0	0	5000000	-5	3	3	150	150	0	0	2	0	0	0	0	56	2	1	0	0	2
공격의반지7	26	1	5000	1	0	0	0	0	8000	0	0	6	0	0	0	0	0	0	0	0	0	76	0	0	0	0	2
암흑지옥삼도	26	0	3000000	0	0	0	0	0	300000	0	0	0	0	0	0	0	0	0	0	0	0	99	18	0	430m490	430m490	2
전모	26	1	6000	1	0	0	0	0	1000	-5	0	0	1000	1000	0	0	0	0	0	0	0	66	2	1	0	0	1
용마제육검	26	99	10000	1	0	0	0	0	30000	0	3	1	0	0	0	0	0	0	0	1	0	99	0	0	1000m1200	1000m1200	2
남자도복	26	1	1000	1	0	0	0	0	1000	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
간호사모자	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
설빔고무신	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
긴망토	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
반룡곤	26	0	50000	1	0	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	13m190	13m190	2
민첩의투구4	26	1	10000	1	0	0	0	0	5000	-5	0	0	0	0	0	4	0	0	0	0	0	0	20	0	0	0	2
도절의장삼	26	1	300000	1	0	0	0	0	150000	-35	0	0	0	500	0	0	0	0	0	4	0	99	0	0	0	0	0
육량전통(소)	26	0	30000	1	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2
환웅의선류'5성	26	0	700000	1	0	0	0	0	150000	-7	0	0	400	400	1	2	3	0	0	0	0	99	40	2	0	0	2
진선장	26	17	10000	1	0	0	0	0	50000	0	0	0	0	1000	0	0	10	0	0	4	0	70	50	0	120m130	120m130	2
철여자갑옷	26	1	7200	1	0	0	0	0	65000	-34	0	0	0	0	0	0	0	0	0	2	0	66	0	0	0	0	1
너악당풍선	26	0	20000	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
우수졸업생검	26	1	1000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17m23	23m28	2
월광방패	26	0	100000	1	0	0	0	0	100000	-5	0	0	0	200	0	0	0	0	0	0	0	56	0	0	0	0	2
연두색비늘여자갑주	26	1	20	1	0	0	0	0	4000	-12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
목동옷(남)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
파란색풍선	26	0	20000	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
연녹호박별노	26	4	10000	1	0	0	0	0	2000000	0	9	8	4000	500	0	0	1	0	0	5	0	99	0	0	560m580	560m580	2
선행의서제26권	26	1	7	1	0	0	0	0	2000	0	0	0	16	0	0	0	0	0	0	0	0	11	0	0	0	0	2
선행의서제90권	26	1	7	1	0	0	0	0	2000	0	0	0	50	40	0	0	0	0	0	0	0	11	0	0	0	0	2
민첩의단검	26	15	800	1	0	0	0	0	20000	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	43m85	33m65	2
수르파니카의투구'2현	26	0	700000	1	0	0	0	0	150000	-9	3	0	1000	3000	0	6	9	0	0	0	0	99	250	2	0	0	2
마하데비옷'2성(손상)	26	0	3000000	1	0	0	0	0	300000	-38	0	0	0	40000	0	0	13	0	0	0	0	99	400	4	0	0	1
환웅천궁'9각	26	0	10000	1	0	0	0	0	100000	0	5	0	0	0	0	5	0	0	0	0	0	99	50	1	800m1100	800m1100	2
