949	16	청룡	구제의전음11	구제의전음10	4	5	1	1	10	36	43	3	45	45	89	45	110
950	16	청룡	구제의전음12	구제의전음11	4	5	1	1	11	36	63	3	52	52	98	52	120
951	16	풀빛뱀	용신의보호	0	4	2	0	6	0	9	43	4	23	23	41	23	49
952	16	홍사	용신의보호2	용신의보호	4	2	1	3	1	9	23	4	21	21	40	21	49
953	16	홍사	용신의보호3	용신의보호2	4	2	1	3	2	9	73	4	36	36	65	36	79
954	16	금사	용신의보호4	용신의보호3	4	2	1	3	3	9	23	4	26	26	50	26	62
955	16	금사	용신의보호5	용신의보호4	4	2	1	3	4	9	73	4	41	41	75	41	90
956	16	이무기	용신의보호6	용신의보호5	4	2	1	3	5	9	23	4	30	30	60	30	74
957	16	이무기	용신의보호7	용신의보호6	4	2	1	3	6	9	73	4	46	46	84	46	102
958	16	지룡	용신의보호8	용신의보호7	4	2	1	3	7	9	23	4	34	34	69	34	87
959	16	지룡	용신의보호9	용신의보호8	4	2	1	3	8	9	73	4	50	50	93	50	114
960	16	청룡	용신의보호10	용신의보호9	4	2	1	3	9	9	3	4	32	32	70	32	89
961	16	청룡	용신의보호11	용신의보호10	4	2	1	3	10	9	36	4	43	43	85	43	106
962	16	청룡	용신의보호12	용신의보호11	4	2	1	3	11	9	69	4	54	54	101	54	123
963	16	풀빛뱀	풀뱀제마전음	0	4	2	0	1	0	9	6	5	12	12	22	12	26
964	16	풀빛뱀	풀뱀제마전음2	풀뱀제마전음	4	2	1	1	1	9	33	5	20	20	35	20	43
965	16	풀빛뱀	풀뱀제마전음3	풀뱀제마전음2	4	2	1	1	2	9	60	5	28	28	49	28	59
966	16	풀빛뱀	풀뱀제마전음4	풀뱀제마전음3	4	2	1	1	3	9	87	5	35	35	63	35	76
967	16	홍사	홍사제마전음	풀뱀제마전음	4	3	1	1	4	18	6	5	16	16	32	16	39
968	16	홍사	홍사제마전음2	홍사제마전음	4	3	1	1	1	18	33	5	24	24	45	24	55
969	16	홍사	홍사제마전음3	홍사제마전음2	4	3	1	1	2	18	60	5	32	32	59	32	71
970	16	홍사	홍사제마전음4	홍사제마전음3	4	3	1	1	3	18	87	5	40	40	72	40	87
971	16	금사	금사제마전음	홍사제마전음	4	4	1	1	4	27	6	5	21	21	41	21	52
972	16	금사	금사제마전음2	금사제마전음	4	4	1	1	1	27	33	5	29	29	55	29	67
973	16	금사	금사제마전음3	금사제마전음2	4	4	1	1	2	27	60	5	37	37	68	37	83
974	16	금사	금사제마전음4	금사제마전음3	4	4	1	1	3	27	87	5	45	45	82	45	99
975	16	이무기	이무기제마전음	금사제마전음	4	5	1	1	4	36	6	5	25	25	51	25	65
976	16	이무기	이무기제마전음2	이무기제마전음	4	5	1	1	1	36	33	5	33	33	65	33	80
977	16	이무기	이무기제마전음3	이무기제마전음2	4	5	1	1	2	36	60	5	41	41	78	41	95
978	16	이무기	이무기제마전음4	이무기제마전음3	4	5	1	1	3	36	87	5	50	50	91	50	110
979	16	지룡	지룡제마전음	이무기제마전음	4	6	1	1	4	45	6	5	29	29	61	29	78
980	16	지룡	지룡제마전음2	지룡제마전음	4	6	1	1	1	45	33	5	37	37	74	37	92
981	16	지룡	지룡제마전음3	지룡제마전음2	4	6	1	1	2	45	60	5	46	46	87	46	107
982	16	지룡	지룡제마전음4	지룡제마전음3	4	6	1	1	3	45	87	5	55	55	100	55	121
983	16	청룡	청룡제마전음	지룡제마전음	4	7	1	1	4	54	6	5	33	33	71	33	91
984	16	청룡	청룡제마전음2	청룡제마전음	4	7	1	1	1	54	33	5	42	42	84	42	104
985	16	청룡	청룡제마전음3	청룡제마전음2	4	7	1	1	2	54	60	5	51	51	96	51	118
986	16	청룡	청룡제마전음4	청룡제마전음3	4	7	1	1	3	54	87	5	60	60	109	60	132
987	16	홍사	홍사환혼대법	0	4	3	0	6	0	18	10	6	18	18	34	18	41
988	16	홍사	홍사환혼대법2	홍사환혼대법	4	3	1	2	1	18	35	6	25	25	46	25	56
989	16	홍사	홍사환혼대법3	홍사환혼대법2	4	3	1	2	2	18	60	6	32	32	59	32	71
990	16	홍사	홍사환혼대법4	홍사환혼대법3	4	3	1	2	3	18	85	6	40	40	71	40	86
991	16	금사	금사환혼대법	홍사환혼대법	4	4	1	1	4	27	6	6	21	21	41	21	52
