태백의두루마리12	7	1	1	0	0	0	0	0
채광'보물상자(3)	7	1	10000	0	0	0	0	0
멈춰있는회중시계	7	0	10	0	0	0	0	0
신비염색약(다채:7일)	7	0	1	1	1	1	0	0
삼지연약수	7	1	100	0	0	0	0	0
I783	7	1	300	1	0	0	0	0
직조'보물상자(4)	7	1	10000	0	0	0	0	0
강력접착풀	7	1	500	1	0	0	0	0
청룡예조진	7	0	1	1	0	0	0	0
은천지패	7	1	100	1	0	0	0	0
스페이드8	7	1	1000	1	0	0	0	0
보리가루	7	1	500	1	0	0	0	0
해두의두루마리4	7	1	1	0	0	0	0	0
적색보주	7	1	1000	1	0	0	0	0
갈호박보석	7	1	4885	1	0	0	0	0
연자잎호박	7	1	290	1	0	0	0	0
Name	7	0	0	1	0	0	0	0
은행통나무	7	1	50	1	0	0	0	0
인면충의알	7	1	1000	1	0	0	0	0
중급단풍나무판자	7	1	400	1	0	0	0	0
빙고 스J	7	1	20000	1	0	0	0	0
아수라의보석'녹	7	1	100	0	0	0	0	0
쥐왕둔갑술법서	7	0	14	1	1	1	0	0
막대사탕4	7	1	14	1	0	0	0	0
봉인된어둠의계약서	7	0	0	0	0	0	0	0
부전갈지방비서2	7	0	2	1	0	0	0	0
선후의두루마리16	7	1	1	0	0	0	0	0
I818	7	1	300	1	0	0	0	0
I853	7	1	300	1	0	0	0	0
I888	7	1	300	1	0	0	0	0
I923	7	1	300	1	0	0	0	0
I958	7	1	300	1	0	0	0	0
I993	7	1	300	1	0	0	0	0
I1028	7	1	300	1	0	0	0	0
I1063	7	1	300	1	0	0	0	0
I1098	7	1	300	1	0	0	0	0
I1133	7	1	300	1	0	0	0	0
I1168	7	1	300	1	0	0	0	0
보라열쇠	7	1	1	1	0	0	0	0
희귀호박	7	1	5000	1	0	0	0	0
연날리기26	7	1	100	1	0	0	0	0
널뛰기54	7	1	100	1	0	0	0	0
극악폭전3	7	1	100000	1	0	0	0	0
장난감돈	7	1	5	1	0	0	0	0
제기차기35	7	1	100	1	0	0	0	0
암석괴수소환	7	0	0	0	0	0	0	0
행복공책	7	1	50	1	0	0	0	0
건강한아기주작	7	0	1	0	0	0	0	0
황옥석	7	1	50	1	0	0	0	0
백의염색시약	7	1	5000	1	0	0	0	0
신비염색약(불:90일)	7	0	1	1	1	1	0	0
장안성비서	7	0	100	1	0	0	0	0
다이아몬드A	7	1	10000	1	0	0	0	0
다스한포	7	1	2000	1	0	0	0	0
헤어:볼륨샤기컷	7	0	1500	1	1	1	0	0
황동조각	7	1	1500	1	0	0	0	0
금고기간연장권(단기)	7	0	1	1	1	1	0	0
바다거북의알	7	1	20	1	0	0	0	0
만지초	7	1	1000	1	0	0	0	0
2등급환수수련서	7	0	1	0	0	0	0	0
수단	7	1	100	1	0	0	0	0
고급의류염색약(7일)	7	0	1	0	0	1	0	0
창힐독본	7	1	100	0	0	0	0	0
3차도시락	7	1	3000	1	0	0	0	0
세계후비서'녹	7	0	1	1	1	1	0	0
바나나다발	7	1	200	1	0	0	0	0
생명보존통구이	7	1	800	1	0	0	0	0
주작문주령	7	0	1	0	0	0	0	0
빙고 다4	7	1	1000	1	0	0	0	0
자객단의혼'대	7	0	0	0	0	0	0	0
올리브약염색시약	7	1	1000	1	0	0	0	0
