관매눈쪼기11	14	57	100	100	50	0	0	840	0	0	0	0	0	106	1
Eff둔갑	14	0	100	100	0	0	0	0	0	0	0	0	0	0	0
독랑각	14	0	100	100	0	0	0	0	0	0	0	0	0	0	1
마하데비의살기	14	8	100	100	0	31	1	0	500	0	0	0	0	0	1
송양왕의화살공격	14	0	100	100	0	0	0	0	0	0	0	0	0	0	1
마법장파열3	14	80	100	100	32	0	0	400	0	0	0	0	0	209	1
청룡의저주5	14	0	100	100	200	0	0	45000	0	0	0	0	0	104	1
강철피갑2	14	240	100	100	14400	0	0	1650	0	0	0	0	0	143	0
진돗개의기원5	14	0	100	100	0	0	0	860	0	0	0	0	0	142	0
Kill	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
일검귀옥'태	14	9999999	100	100	0	31	1	0	1000	0	0	0	0	0	1
반월곰의도발3	14	448	333	100	80	11	49	3000	0	0	0	0	0	22	1
검정염색	14	0	100	100	2400	0	0	0	0	0	0	0	0	0	0
팔요의폭뢰강림	14	0	100	100	0	3	0	30	0	0	0	0	0	0	1
monstersleep	14	0	100	100	80	0	0	80	0	0	0	0	0	0	1
이무기독공4	14	80	100	100	80	0	0	23800	0	0	0	0	0	313	1
올리브극악염색	14	0	100	100	20736000	0	0	0	0	0	0	0	0	0	0
이펙트132	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
유현무환체호위2	14	240	100	100	14400	0	0	3700	0	0	0	0	0	143	0
보호의지저귐3	14	0	100	100	1560	0	0	600	0	0	0	0	0	144	0
목물기3	14	8	100	100	0	31	1	0	2200	0	0	0	0	305	1
삽살개저주	14	0	100	100	480	0	0	0	0	0	0	0	0	0	0
지룡의기원'역6	14	64	100	100	0	5	0	160000	0	0	0	0	0	312	0
백형참	14	0	100	100	0	0	0	30	0	0	0	0	0	0	1
사성주박	14	0	100	100	50	0	0	1	0	0	0	0	0	0	1
인고지멸	14	0	100	100	0	0	0	79339	0	0	0	0	0	0	1
