용섬제일격	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
구제의전음9	14	0	100	100	0	12	25	40000	0	0	0	0	0	152	0
지룡의기원10	14	24	100	100	0	0	0	100000	0	0	0	0	0	312	0
밀기	14	0	100	100	0	0	0	600	0	0	0	0	0	0	0
강각사연타3	14	328	100	100	20	0	0	9700	0	0	0	0	0	18	0
암흑지옥사격	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
구속	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
강각삼연타12	14	352	100	100	56	0	0	4500	0	0	0	0	0	18	0
파백호진	14	120	100	100	0	0	0	600	0	0	0	0	0	252	0
화염시	14	480	100	100	480	0	0	5000	0	0	0	0	0	208	0
환웅제이격'륜	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
이펙트88	14	0	100	100	0	0	0	10	0	0	0	0	0	0	0
각성용천이격	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
현무불파갑9	14	240	100	100	288	0	0	38000	0	0	0	0	0	160	0
위협의물결6	14	64	500	100	80	0	0	64	0	0	0	0	0	8	1
유호은신	14	1	100	100	1240	0	0	28	0	0	0	0	0	39	0
청룡제마전음	14	14	100	100	0	0	0	45000	0	0	0	0	0	161	3
응원의지저귐7	14	0	100	100	0	0	0	70	0	0	0	0	0	152	0
기문방술	14	960	100	100	480	5	0	0	0	0	0	0	0	54	0
무영보법3	14	0	100	100	4800	0	0	60	0	0	0	0	0	0	0
극빙지옥칠격'술	14	0	100	100	0	0	0	1	0	0	0	0	0	0	1
주작혈주8	14	8	100	100	0	0	0	62600	0	0	0	0	0	310	1
소주작혈주10	14	8	100	100	0	0	0	38700	0	0	0	0	0	310	1
유주작혈주12	14	8	100	100	0	0	0	20900	0	0	0	0	0	310	1
유주작혈주2	14	8	100	100	0	0	0	11900	0	0	0	0	0	310	1
성파혈주4	14	8	100	100	0	0	0	4100	0	0	0	0	0	309	1
성파승주6	14	8	100	100	0	0	0	1010	0	0	0	0	0	309	1
