일식천부연도	26	0	1000000	0	0	0	0	0	100000	0	0	0	100	0	0	1	0	0	0	2	0	30	0	0	92m200	120m150	2
굳가죽비늘남자갑주	26	1	7000	1	0	0	0	0	22000	-28	3	0	1000	0	0	0	0	0	0	1	0	36	1	0	0	0	0
금여자통옷	26	1	11000	1	0	0	0	0	21000	-32	0	0	0	0	0	0	0	0	0	4	0	86	0	0	0	0	1
수영쪼리(남)	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12주년기념모자	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
붉은풀뱀의정령	26	0	9000000	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
뱃사공의장갑'2강(손상)	26	0	700000	1	0	0	0	0	150000	-7	3	2	2000	2000	2	2	2	0	0	0	0	99	100	2	0	0	2
어린현무알	26	0	9000000	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
환웅의머리띠'7성(손상)	26	0	700000	1	0	0	0	0	150000	-12	3	0	3200	3200	2	8	12	0	0	0	0	99	60	3	0	0	2
귀문도'태	26	0	2000000	1	0	0	0	0	500000	0	6	0	0	0	0	0	0	0	0	2	0	77	0	0	240m550	190m450	2
재봉장인모자	26	1	10000	0	0	0	0	0	30000	-5	0	0	500	500	0	0	0	0	0	0	0	50	2	1	0	0	2
회호박팔찌	26	1	10000	1	0	0	0	0	80000	-9	5	4	400	0	0	0	0	0	0	2	0	75	2	1	0	0	2
신장갑	26	1	5000	1	0	0	0	0	8000	-5	2	2	800	0	2	0	0	0	0	1	0	40	2	1	0	0	2
크리스탈반지1	26	1	1200	1	0	0	0	0	2200	-5	1	1	1000	120	1	0	0	0	0	0	0	56	0	0	0	0	2
귀문진산봉	26	0	120000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	3	2	99	0	0	65m100	65m100	2
일월대도	26	10	500	1	0	0	0	0	5000000	0	3	3	0	0	0	0	0	0	0	2	0	30	0	0	140m150	93m160	2
청동장검	26	0	3000	1	0	0	0	0	100000	0	1	0	600	0	1	0	0	0	0	0	0	36	0	0	110m200	120m210	2
스노우보드헬멧(여)	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
환웅의장삼'7성(손상)	26	0	700000	1	0	0	0	0	150000	-39	3	0	32000	32000	0	4	4	0	0	0	0	99	60	7	0	0	0
은도포549	26	1	10000	1	0	0	0	0	30000	-28	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0
곰돌이의정령	26	0	9000000	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
옷42	26	1	10	1	0	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
파천진궁	26	0	100000	1	0	0	0	0	100000	0	3	1	400	200	2	3	0	0	0	5	0	55	0	0	120m135	125m140	2
무쌍현랑부	26	20	7000	1	0	0	0	0	5000000	0	0	2	0	0	1	1	1	0	0	0	0	75	0	0	66m220	66m220	2
강철목공연장	26	1	50000	1	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	1000m1500	800m1300	2
선행마령봉	26	0	1877	1	0	0	0	0	20000	0	2	0	0	180	0	0	0	0	0	3	0	50	0	0	4m12	32m40	2
연두색남자도복	26	1	8	1	0	0	0	0	3000	-6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
매서운지옥바람반지	26	0	700000	1	0	0	0	0	150000	-7	1	1	3500	3500	0	3	4	0	0	0	0	99	0	0	0	0	2
법비모	26	1	25000	1	0	0	0	0	40000	-8	2	1	0	250	0	0	3	0	0	3	0	50	2	1	0	0	2
남자명예신선복	26	0	30000	1	0	0	0	0	5000000	-40	0	0	500	500	5	5	5	0	0	0	0	99	0	0	0	0	0
철남자갑주	26	1	6600	1	0	0	0	0	82000	-36	0	0	0	0	0	0	0	0	0	1	0	66	0	0	0	0	0
산타클로스옷26	26	1	15000	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
유연선류	26	1	8000	1	0	0	0	0	20000	-5	0	0	200	500	0	0	5	0	0	4	0	50	2	1	0	0	2
용기의향신료	26	0	10000	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
여명의통옷	26	1	500000	1	0	0	0	0	200000	-35	0	0	0	750	5	5	15	0	0	4	0	90	0	0	0	0	1
방어의반지1	26	1	1000	1	0	0	0	0	5000	-1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
투명구두	26	1	10000000	1	0	0	0	0	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
옛철태궁	26	0	60000	1	0	0	0	0	300000	0	4	3	150	0	0	5	0	0	0	5	0	55	0	0	95m145	75m125	2
진주장식깍지	26	1	250000	1	0	0	0	0	40000	-10	4	0	100	100	2	0	0	0	0	5	0	50	2	0	0	0	2
갈호박반지	26	1	10000	1	0	0	0	0	70000	-6	0	2	200	250	0	0	1	0	0	3	0	75	2	1	0	0	2
악마귓볼머리장식(여)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
거미독창	26	0	50000	1	0	0	0	0	500000	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	230m270	230m270	2
나악당둔갑부적	26	0	1	0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
선행의서제53권	26	1	7	1	0	0	0	0	2000	0	0	0	0	23	0	0	0	0	0	0	0	11	0	0	0	0	2
옛궁테100	26	0	1000000	0	0	0	0	0	75000	0	99	0	0	0	0	0	0	0	0	5	0	0	0	0	100m101	100m101	2
산타부츠(남)'2006	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
남도	26	20	1000	1	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	130m180	130m180	2
용섬제팔궁	26	99	10000	1	0	0	0	0	70000	0	6	7	0	0	0	0	0	0	0	5	0	99	0	0	360m400	440m480	2
폭염익룡둔갑부적	26	0	1	0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
닌자헤어(여)	26	0	0	1	1	1	0	0	29292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
목공생산의복(여)	26	1	10000	0	0	0	0	0	50000	-20	0	0	1000	1000	0	0	0	0	0	0	0	35	0	0	0	0	1
극독살모사둔갑부적	26	0	1	0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
판다모자	26	0	0	1	1	1	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
연녹호박별봉	26	4	10000	1	0	0	0	0	2000000	-1	1	0	300	2000	10	10	10	0	0	4	0	99	0	2	130m140	130m140	2
끈옷2	26	1	10000	1	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
옷57	26	1	10	1	0	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
적월의귀걸이	26	1	15000	1	0	0	0	0	20000	-1	2	2	0	0	0	0	0	0	0	2	0	30	0	0	0	0	2
갑옷ac30	26	0	0	0	0	0	0	0	10000000	-30	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	2
할로윈작은눈해골	26	0	10000	1	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
연두색여자투구	26	1	10	1	0	0	0	0	1800	-1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1
웨딩드레스4	26	1	200000	1	0	0	0	0	10000	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
천공반지	26	1	10000	1	0	0	0	0	10000	-3	0	0	200	200	0	0	2	0	0	3	0	20	2	1	0	0	2
환영의갑옷(남)	26	1	10000	0	0	1	0	0	300000	0	0	0	1000	600	0	0	0	0	0	0	0	0	0	0	0	0	0
환웅의궁포'1성	26	0	700000	1	0	0	0	0	150000	-36	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
천부연모자	26	0	50000	1	0	0	0	0	30000	-9	2	2	0	500	0	0	5	0	0	3	0	65	2	1	0	0	2
심안강궁	26	1	10000000	0	0	0	0	0	150000	0	6	10	20000	0	0	12	0	0	0	5	4	99	0	0	400m700	300m600	2
바람진천곤	26	0	20000000	1	0	0	0	0	300000	0	8	7	0	0	0	0	9	0	0	4	0	99	0	0	130m200	120m130	2
철도포498	26	1	10000	1	0	0	0	0	30000	-34	0	0	600	400	0	0	0	0	0	3	0	99	0	0	0	0	0
초록색도포562	26	1	10000	1	0	0	0	0	30000	-25	0	0	100	0	0	0	0	0	0	2	0	75	0	0	0	0	1
힘의반지2	26	1	2000	1	0	0	0	0	5000	0	0	0	0	0	4	0	0	0	0	0	0	26	0	0	0	0	2
귀문진산검'진(손상)	26	0	1800000	1	0	0	0	0	50000	0	4	0	0	0	0	0	0	0	0	1	2	99	0	0	480m710	570m860	2
연갈호박선류	26	1	15000	1	0	0	0	0	70000	-6	0	2	200	250	0	0	1	0	0	4	0	75	2	1	0	0	2
굳철비늘여자갑주	26	1	50000	1	0	0	0	0	83000	-38	4	0	3500	0	0	0	0	0	0	1	0	66	1	0	0	0	1
파천진검	26	0	100000	1	0	0	0	0	100000	0	1	3	400	0	5	0	0	0	0	1	0	55	0	0	180m190	190m200	2
고두막의고검	26	1	10000	0	0	0	0	0	100000	0	30	100	0	0	20	10	20	0	0	0	0	1	50	0	1500m1800	1500m1800	2
금사알	26	0	9000000	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1m2	1m2	2
