가래떡	7	0	1000	1	0	0	0	0
염색시약18	7	1	500	1	0	0	0	0
쓴종이	7	1	1	1	0	0	0	0
번호표14	7	1	100	1	0	0	0	0
청룡보주진	7	0	1	1	0	0	0	0
스페이드10	7	1	10000	1	0	0	0	0
장인의돌	7	1	1000	1	0	0	0	0
제기차기0	7	1	100	1	0	0	0	0
빙고 스K	7	1	20000	1	0	0	0	0
예백의두루마리8	7	1	1	0	0	0	0	0
청원앙의깃털	7	1	100	1	0	0	0	0
요제의증표	7	1	100	0	0	0	0	0
산인삼잎	7	1	200	1	0	0	0	0
신선의책	7	1	100	0	0	0	0	0
주작의선물1	7	0	100	0	0	0	0	0
노란열쇠	7	1	10	1	0	0	0	0
발소의두루마리12	7	1	1	0	0	0	0	0
감괘	7	1	100	1	1	0	0	0
체회복제50	7	1	700	1	0	0	2	240
대장'대박(4)	7	1	10000	0	0	0	0	0
인묘의발톱	7	0	0	0	0	0	0	0
다이아몬드3	7	1	1000	1	0	0	0	0
연날리기28	7	1	100	1	0	0	0	0
널뛰기56	7	1	100	1	0	0	0	0
천연염색약(초록색)	7	0	1	1	1	1	0	0
붉은색가루	7	1	100	1	0	0	0	0
제기차기37	7	1	100	1	0	0	0	0
강철조각	7	1	40000	1	0	0	0	0
매의깃털	7	1	1000	1	0	0	0	0
I785	7	1	300	1	0	0	0	0
두루가여신의목걸이	7	0	0	1	0	0	0	0
해두의두루마리20	7	1	1	0	0	0	0	0
상급무명천	7	1	500	1	0	0	0	0
은지인패	7	1	100	1	0	0	0	0
쑥가루	7	1	500	1	0	0	0	0
대나무쪽	7	1	50	1	0	0	0	0
갈색구슬조각	7	1	600	1	0	0	0	0
연노랑약염색시약	7	1	1000	1	0	0	0	0
연자호박보석	7	1	4990	1	0	0	0	0
연청잎호박	7	1	295	1	0	0	0	0
백부장변신의구슬	7	1	50	1	0	0	0	0
구년숙성백이십세주	7	1	20000	1	0	0	0	0
현무강갑	7	0	1	0	0	0	0	0
신비염색약(파도:7일)	7	0	1	1	1	1	0	0
I820	7	1	300	1	0	0	0	0
I855	7	1	300	1	0	0	0	0
I890	7	1	300	1	0	0	0	0
I925	7	1	300	1	0	0	0	0
I960	7	1	300	1	0	0	0	0
I995	7	1	300	1	0	0	0	0
I1030	7	1	300	1	0	0	0	0
I1065	7	1	300	1	0	0	0	0
I1100	7	1	300	1	0	0	0	0
I1135	7	1	300	1	0	0	0	0
I1170	7	1	300	1	0	0	0	0
최고재료보호부적	7	1	100	1	0	0	0	0
중급반송판자	7	1	400	1	0	0	0	0
막대사탕6	7	1	16	1	0	0	0	0
잘익은술상자	7	0	1	0	0	0	0	0
희귀진호박	7	1	7500	1	0	0	0	0
경험치변환령서	7	0	1	1	1	1	0	0
적옥석	7	1	50	1	0	0	0	0
책	7	1	10	1	0	0	0	0
가짜하트8	7	1	1000	1	0	0	0	0
빙고 다6	7	1	1000	1	0	0	0	0
환웅무기완전수리망치	7	0	10000	1	0	0	0	0
두목의증표	7	1	100	1	0	0	0	0
누구나OX주최토큰	7	1	1	1	0	0	0	0
유리구슬	7	1	19	1	0	0	0	0
짚뭇던지기	7	0	100	1	0	0	0	0
해골마법사방열쇠	7	1	1	1	0	0	0	0
너구리털	7	1	1000	1	0	0	0	0
제기차기74	7	1	100	1	0	0	0	0
연날리기65	7	1	100	1	0	0	0	0
널뛰기93	7	1	100	1	0	0	0	0
녹색약염색시약	7	1	1000	1	0	0	0	0
태산의망치	7	0	0	0	0	0	3	80
염색제거약	7	16	1	1	1	1	0	0
보패	7	1	100	0	0	0	0	0
만월의거울'상	7	0	0	0	0	0	0	0
한나라자객변신시약	7	1	50	1	0	0	0	0
금고슬롯변경비서	7	0	1	1	1	1	0	0
마로의두루마리17	7	1	1	0	0	0	0	0
은도끼	7	1	100	1	0	0	0	0
미약폭탄	7	1	2	1	0	0	0	0
노회뭉치	7	1	20	1	0	0	0	0
쪽파	7	1	10	1	0	0	0	0
토벌권	7	1	1000	1	0	0	0	0
파천의문장	7	1	10000	1	0	0	0	0
보라최강염색시최강	7	1	1000	1	0	0	0	0
트럼프 스Q	7	1	20000	1	0	0	0	0
진선의두루마리9	7	1	1	0	0	0	0	0
전음석	7	1	1000	0	0	0	0	0
영웅의시만들기	7	1	10	0	0	0	0	0
비장의도시락	7	1	5000	1	0	0	0	0
구운고구마	7	1	10	1	0	0	0	0
오백세주	7	1	49500	1	0	0	0	0
순백주 	7	1	100	1	0	0	0	0
의류염색연장권(30일)	7	0	1	0	0	1	0	0
상급금괴	7	1	500	1	0	0	0	0
끔찍한요리	7	1	1	1	0	0	0	0
