1861	16	거북	평귀환체호위7	평귀환체호위6	2	2	1	1	6	9	51	8	34	44	24	49	24
1862	16	거북	평귀환체호위8	평귀환체호위7	2	2	1	1	7	9	59	8	37	48	26	53	26
1863	16	거북	평귀환체호위9	평귀환체호위8	2	2	1	1	8	9	67	8	40	52	28	58	28
1864	16	거북	평귀환체호위10	평귀환체호위9	2	2	1	1	9	9	75	8	43	56	30	62	30
1865	16	거북	평귀환체호위11	평귀환체호위10	2	2	1	1	10	9	83	8	46	60	32	67	32
1866	16	거북	평귀환체호위12	평귀환체호위11	2	2	1	1	11	9	91	8	50	64	35	71	35
1867	16	바다거북	창귀환체호위	평귀환체호위	2	3	1	1	12	18	3	8	23	28	16	32	16
1868	16	바다거북	창귀환체호위2	창귀환체호위	2	3	1	1	1	18	11	8	26	32	18	37	18
1869	16	바다거북	창귀환체호위3	창귀환체호위2	2	3	1	1	2	18	19	8	29	36	20	41	20
1870	16	바다거북	창귀환체호위4	창귀환체호위3	2	3	1	1	3	18	27	8	32	40	22	45	22
1871	16	바다거북	창귀환체호위5	창귀환체호위4	2	3	1	1	4	18	35	8	35	44	24	50	24
1872	16	바다거북	창귀환체호위6	창귀환체호위5	2	3	1	1	5	18	43	8	38	48	26	54	26
1873	16	바다거북	창귀환체호위7	창귀환체호위6	2	3	1	1	6	18	51	8	41	52	29	59	29
1874	16	바다거북	창귀환체호위8	창귀환체호위7	2	3	1	1	7	18	59	8	44	56	31	63	31
1875	16	바다거북	창귀환체호위9	창귀환체호위8	2	3	1	1	8	18	67	8	47	60	33	68	33
1876	16	바다거북	창귀환체호위10	창귀환체호위9	2	3	1	1	9	18	75	8	50	64	35	72	35
1877	16	바다거북	창귀환체호위11	창귀환체호위10	2	3	1	1	10	18	83	8	53	68	37	77	37
1878	16	바다거북	창귀환체호위12	창귀환체호위11	2	3	1	1	11	18	91	8	57	72	40	81	40
1879	16	장수거북	수귀환체호위	창귀환체호위	2	4	1	1	12	27	3	8	29	37	21	42	21
1880	16	장수거북	수귀환체호위2	수귀환체호위	2	4	1	1	1	27	11	8	32	41	23	47	23
1881	16	장수거북	수귀환체호위3	수귀환체호위2	2	4	1	1	2	27	19	8	35	45	25	51	25
1882	16	장수거북	수귀환체호위4	수귀환체호위3	2	4	1	1	3	27	27	8	38	49	27	55	27
